study;condition_arm1;condition_arm2;multi_arm1;multi_arm2;outcome_domain;outcome_type;instrument;time;time_weeks;rating;baseline_m_arm1;baseline_m_arm2;baseline_sd_arm1;baseline_sd_arm2;mean_arm1;mean_arm2;sd_arm1;sd_arm2;n_arm1;n_arm2;m_change_arm1;m_change_arm2;sd_change_arm1;sd_change_arm2;n_change_arm1;n_change_arm2;event_arm1;event_arm2;totaln_arm1;totaln_arm2;precalc_g;precalc_g_se;precalc_log_rr;precalc_log_rr_se;.id;.g;.g_se;.log_rr;.log_rr_se;outcome_hierachy;rob_domain1;rob_domain2;rob_domain3;rob_domain4;rob_domain5;rob_overall;protocol;country;recruitment;incentive;specify_incentive;target_group;manual;program_name;guidance;setting_arm1;setting_arm2;internet_based;no_sessions_arm1;no_sessions_arm2;time_total_arm1;time_total_arm2;duration_therapy_arm1;duration_therapy_arm2;sessions_weekly_arm1;sessions_weekly_arm2;duration_session_arm1;duration_session_arm2;ave_modules_completed_arm1;ave_modules_completed_arm2;sd_modules_completed_arm1;sd_modules_completed_arm2;prop_modules_completed_arm1;m_age_arm1;m_age_arm2;sd_age_arm1;sd_age_arm2;female_arm1;female_arm2;female_total;prop_female_total;n_allocation_arm1;n_allocation_arm2;n_total_allocation;n_start_arm1;n_start_arm2;n_total_start;n_comp_arm1;n_comp_arm2;n_total_comp;reasons_partref;reasons_treatref;reasons_preterm;diagnosis_how;diagnosis_which;m_no_symptoms_arm1;m_no_symptoms_arm2;sd_no_symptoms_arm1;sd_no_symptoms_arm2;m_duration_symptoms_arm1;m_duration_symptoms_arm2;sd_duration_symptoms_arm1;sd_duration_symptoms_arm2;comorbidities_ex;specify_comorbidities_ex;consumer_satis;specify_consumer_satis;neg_eff;specify_neg_eff
boyce, 2003;cbt;tau;NA;NA;phs;msd;sf-36;post;8;self-report;77,8;86,5;19,9;16,7;87,3;88,6;14,9;15,2;21;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;boyce_2003_msd_sf-36_post_8.0_self-report_cbt_tau_NA_NA;-0,084800166;0,298945637;NA;NA;primary;low;some concerns;low;high;some concerns;high;NA;au;combined;no;NA;adults;yes;manual-based program based on the hypochondriasis model of Salkovskis and the CBT approach used for anxiety disorders as outlined by Andrews et al.;psy;individual;NA;no;8;NA;480;NA;8;NA;1;NA;60;NA;NA;NA;NA;NA;NA;41,2;41,6;12,2;11,6;28;28;56;0,81;35;34;69;35;34;69;NA;NA;NA;NA;NA;NA;combined;ibs;NA;NA;NA;NA;NA;NA;NA;NA;yes;subjects were excluded if they answered positively to the interviewer’s questions regarding the presence of any major current medical or psychotic illness, a history of alcoholism, current psychological treatment and current use of antide- pressants or antipsychotic medications, or current use of medications that could affect bowel function (e.g., antispas- modics, prokinetics). Although approximately 50% of the subjects had previously been on medication for IBS, the vast majority of these people were not taking medication at the time of randomization into the study.;no;NA;no;NA
boyce, 2003;cbt;tau;NA;NA;phs;msd;sf-36;follow up;52;self-report;77,8;86,5;19,9;16,7;80;88,8;25,7;18;18;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;boyce_2003_msd_sf-36_followup_52.0_self-report_cbt_tau_NA_NA;-0,394039617;0,324421045;NA;NA;primary;low;some concerns;low;high;some concerns;high;NA;au;combined;no;NA;adults;yes;manual-based program based on the hypochondriasis model of Salkovskis and the CBT approach used for anxiety disorders as outlined by Andrews et al.;psy;individual;NA;no;8;NA;480;NA;8;NA;1;NA;60;NA;NA;NA;NA;NA;NA;41,2;41,6;12,2;11,6;28;28;56;0,81;35;34;69;35;34;69;NA;NA;NA;NA;NA;NA;combined;ibs;NA;NA;NA;NA;NA;NA;NA;NA;yes;subjects were excluded if they answered positively to the interviewer’s questions regarding the presence of any major current medical or psychotic illness, a history of alcoholism, current psychological treatment and current use of antide- pressants or antipsychotic medications, or current use of medications that could affect bowel function (e.g., antispas- modics, prokinetics). Although approximately 50% of the subjects had previously been on medication for IBS, the vast majority of these people were not taking medication at the time of randomization into the study.;no;NA;no;NA
castel, 2012;cbt;tau;NA;NA;som;msd;nrs;post;15;self-report;6,1;6,9;0,3;0,3;5,6;6,5;0,3;0,3;34;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;castel_2012_msd_nrs_post_15.0_self-report_cbt_tau_NA_NA;-2,963562753;0,36477061;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt program;NA;mixed;NA;no;14;NA;1680;NA;14;NA;1;NA;120;NA;12,3;NA;1,7;NA;0,88;50;48,7;7,5;6,5;32;30;62;0,97;34;30;64;NA;NA;NA;31;29;60;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;NA;NA;NA;NA;yes;exclusion criteria were 1 or more additional severe chronic medical pain conditions (eg, sciatica and complex regional pain syndrome), significant suicidal ideation, severe psycho-pathology (eg, psychosis), or moderate-to-severe cognitive impairment;no;NA;no;NA
castel, 2012;cbt;tau;NA;NA;som;msd;nrs;follow up;39;self-report;6,1;6,9;0,3;0,3;5,7;6,8;0,4;0,3;34;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;castel_2012_msd_nrs_followup_39.0_self-report_cbt_tau_NA_NA;-3,046091196;0,370173216;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt program;NA;mixed;NA;no;14;NA;1680;NA;14;NA;1;NA;120;NA;12,3;NA;1,7;NA;0,88;50;48,7;7,5;6,5;32;30;62;0,97;34;30;64;NA;NA;NA;31;29;60;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;NA;NA;NA;NA;yes;exclusion criteria were 1 or more additional severe chronic medical pain conditions (eg, sciatica and complex regional pain syndrome), significant suicidal ideation, severe psycho-pathology (eg, psychosis), or moderate-to-severe cognitive impairment;no;NA;no;NA
castel, 2012;cbt;tau;NA;NA;phs;msd;fiq;post;15;self-report;-62,7;-66,1;2,8;3;-52,2;-64,6;3,3;3,5;34;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;castel_2012_msd_fiq_post_15.0_self-report_cbt_tau_NA_NA;3,608052263;0,408613293;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt program;NA;mixed;NA;no;14;NA;1680;NA;14;NA;1;NA;120;NA;12,3;NA;1,7;NA;0,88;50;48,7;7,5;6,5;32;30;62;0,97;34;30;64;NA;NA;NA;31;29;60;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;NA;NA;NA;NA;yes;exclusion criteria were 1 or more additional severe chronic medical pain conditions (eg, sciatica and complex regional pain syndrome), significant suicidal ideation, severe psycho-pathology (eg, psychosis), or moderate-to-severe cognitive impairment;no;NA;no;NA
castel, 2012;cbt;tau;NA;NA;phs;msd;fiq;follow up;39;self-report;-62,7;-66,1;2,8;3;-50,5;-68,5;3,5;3,7;34;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;castel_2012_msd_fiq_followup_39.0_self-report_cbt_tau_NA_NA;4,9462321;0,508535631;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt program;NA;mixed;NA;no;14;NA;1680;NA;14;NA;1;NA;120;NA;12,3;NA;1,7;NA;0,88;50;48,7;7,5;6,5;32;30;62;0,97;34;30;64;NA;NA;NA;31;29;60;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;NA;NA;NA;NA;yes;exclusion criteria were 1 or more additional severe chronic medical pain conditions (eg, sciatica and complex regional pain syndrome), significant suicidal ideation, severe psycho-pathology (eg, psychosis), or moderate-to-severe cognitive impairment;no;NA;no;NA
castel, 2013;cbt;tau;NA;NA;som;msd;nrs;post;12;self-report;6,8;7,1;1,4;1,6;5,7;6,9;1,9;1,8;81;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;castel_2013_msd_nrs_post_12.0_self-report_cbt_tau_NA_NA;-0,644432393;0,164960906;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;adapted from bradley (1996), espie (2006), thorn (2004), waters (2004);mixed;group;NA;no;24;NA;2880;NA;12;NA;2;NA;120;NA;21,95;NA;2;NA;0,91;49;48,8;6,8;7,2;81;74;155;1;81;74;155;NA;NA;NA;NA;NA;NA;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;150;129,6;118,8;94,8;yes;another severe chronic pain pathology (e.g., sciatica or complex regional pain syndrome), having been diagnosed with inflammatory rheumatic disease, being physically unable to perform the exercises, an open wound, a skin disease, being under psychiatric and/or psychological treatment within the past 3 years, significant suicidal ideation, cognitive or sensorial deterioration that impedes an adequate followup to the treatment, or a pending legal resolution for disability;no;NA;no;NA
castel, 2013;cbt;tau;NA;NA;som;msd;nrs;follow up;60;self-report;6,8;7,1;1,4;1,6;6,7;7,1;1,6;1,8;81;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;castel_2013_msd_nrs_followup_60.0_self-report_cbt_tau_NA_NA;-0,234364199;0,161363341;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;adapted from bradley (1996), espie (2006), thorn (2004), waters (2004);mixed;group;NA;no;24;NA;2880;NA;12;NA;2;NA;120;NA;21,95;NA;2;NA;0,91;49;48,8;6,8;7,2;81;74;155;1;81;74;155;NA;NA;NA;NA;NA;NA;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;150;129,6;118,8;94,8;yes;another severe chronic pain pathology (e.g., sciatica or complex regional pain syndrome), having been diagnosed with inflammatory rheumatic disease, being physically unable to perform the exercises, an open wound, a skin disease, being under psychiatric and/or psychological treatment within the past 3 years, significant suicidal ideation, cognitive or sensorial deterioration that impedes an adequate followup to the treatment, or a pending legal resolution for disability;no;NA;no;NA
castel, 2013;cbt;tau;NA;NA;phs;msd;fiq;post;12;self-report;-64,6;-66,6;16;17,4;-47,7;-65,9;20,2;16,1;81;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;castel_2013_msd_fiq_post_12.0_self-report_cbt_tau_NA_NA;0,986505997;0,170380706;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;adapted from bradley (1996), espie (2006), thorn (2004), waters (2004);mixed;group;NA;no;24;NA;2880;NA;12;NA;2;NA;120;NA;21,95;NA;2;NA;0,91;49;48,8;6,8;7,2;81;74;155;1;81;74;155;NA;NA;NA;NA;NA;NA;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;150;129,6;118,8;94,8;yes;another severe chronic pain pathology (e.g., sciatica or complex regional pain syndrome), having been diagnosed with inflammatory rheumatic disease, being physically unable to perform the exercises, an open wound, a skin disease, being under psychiatric and/or psychological treatment within the past 3 years, significant suicidal ideation, cognitive or sensorial deterioration that impedes an adequate followup to the treatment, or a pending legal resolution for disability;no;NA;no;NA
castel, 2013;cbt;tau;NA;NA;phs;msd;fiq;follow up;60;self-report;-64,6;-66,6;16;17,4;-58,8;-20,5;69,6;17,2;81;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;castel_2013_msd_fiq_followup_60.0_self-report_cbt_tau_NA_NA;-0,73701557;0,166219009;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;adapted from bradley (1996), espie (2006), thorn (2004), waters (2004);mixed;group;NA;no;24;NA;2880;NA;12;NA;2;NA;120;NA;21,95;NA;2;NA;0,91;49;48,8;6,8;7,2;81;74;155;1;81;74;155;NA;NA;NA;NA;NA;NA;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;150;129,6;118,8;94,8;yes;another severe chronic pain pathology (e.g., sciatica or complex regional pain syndrome), having been diagnosed with inflammatory rheumatic disease, being physically unable to perform the exercises, an open wound, a skin disease, being under psychiatric and/or psychological treatment within the past 3 years, significant suicidal ideation, cognitive or sensorial deterioration that impedes an adequate followup to the treatment, or a pending legal resolution for disability;no;NA;no;NA
chalder, 2021;cbt;tau;NA;NA;som;msd;phq-15;post;20;self-report;16,2;15,7;5,5;5,4;14,2;15,3;5,8;6;127;131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;chalder_2021_msd_phq-15_post_20.0_self-report_cbt_tau_NA_NA;-0,185818046;0,124799492;NA;NA;primary;low;low;low;high;low;high;clinicaltrials.gov nct02426788;gb;clinical;no;NA;adults;yes;change and evaluation in secondary care (prince secondary);mixed;group;NA;no;8;NA;480;NA;22;NA;0,36;NA;60;NA;NA;NA;NA;NA;NA;43,7;42,5;12,3;12,9;136;133;269;0,83;161;163;324;NA;NA;NA;NA;NA;NA;NA;NA;NA;combined;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;"patients were excluded if they had active psychosis and/or factitious disorder; headaches as their main and only pps symptom (given the clinical complexity of differentiating headaches and migraine, headaches were excluded); non-epileptic seizures as their main and only pps symptom (due to an ongoing RCT at the time of recruitment that was evaluating a specific cognitive behavioural approach for Dissociative Seizures, now published (goldstein 2020))";no;NA;yes;there were 324 adverse events recorded in the intervention arm and 348 in the control arm with majority of adverse events being gastro-intestinal (52 in tdt-cbt plus smc, 42 in smc), musculoskeletal (33 in tdt-cbt plus smc, 49 in smc), psychiatric (34 in tdt-cbt +smc, 46 in smc) and immunological (48 in tdt-cbt plus smc, 40 in smc). an adverse event was defined as any medical occurrence, this included symptoms such as swollen eye, hip pain, flu symptoms, etc. there were 57 withdrawals from the trial, 30 from the tdt-cbt plus smc arm and 27 from the smc arm with the majority being due to the participant no longer wanting to take part in the trial (26 from tdt-cbt plus smc and 26 from smc). no adverse events were reported as being related to the intervention received.
chalder, 2021;cbt;tau;NA;NA;som;msd;phq-15;follow up;52;self-report;16,2;15,7;5,5;5,4;14,5;15,6;6,1;5,8;120;123;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;chalder_2021_msd_phq-15_followup_52.0_self-report_cbt_tau_NA_NA;-0,184297289;0,128583591;NA;NA;primary;low;low;low;high;low;high;clinicaltrials.gov nct02426788;gb;clinical;no;NA;adults;yes;change and evaluation in secondary care (prince secondary);mixed;group;NA;no;8;NA;480;NA;22;NA;0,36;NA;60;NA;NA;NA;NA;NA;NA;43,7;42,5;12,3;12,9;136;133;269;0,83;161;163;324;NA;NA;NA;NA;NA;NA;NA;NA;NA;combined;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;"patients were excluded if they had active psychosis and/or factitious disorder; headaches as their main and only pps symptom (given the clinical complexity of differentiating headaches and migraine, headaches were excluded); non-epileptic seizures as their main and only pps symptom (due to an ongoing RCT at the time of recruitment that was evaluating a specific cognitive behavioural approach for Dissociative Seizures, now published (goldstein 2020))";no;NA;yes;there were 324 adverse events recorded in the intervention arm and 348 in the control arm with majority of adverse events being gastro-intestinal (52 in tdt-cbt plus smc, 42 in smc), musculoskeletal (33 in tdt-cbt plus smc, 49 in smc), psychiatric (34 in tdt-cbt +smc, 46 in smc) and immunological (48 in tdt-cbt plus smc, 40 in smc). an adverse event was defined as any medical occurrence, this included symptoms such as swollen eye, hip pain, flu symptoms, etc. there were 57 withdrawals from the trial, 30 from the tdt-cbt plus smc arm and 27 from the smc arm with the majority being due to the participant no longer wanting to take part in the trial (26 from tdt-cbt plus smc and 26 from smc). no adverse events were reported as being related to the intervention received.
chalder, 2021;cbt;tau;NA;NA;depr;msd;phq-9;post;20;self-report;13,5;14;6,6;6,4;8,4;10,5;6,3;6,2;127;131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;chalder_2021_msd_phq-9_post_20.0_self-report_cbt_tau_NA_NA;-0,335045823;0,125405083;NA;NA;primary;low;low;low;high;low;high;clinicaltrials.gov nct02426788;gb;clinical;no;NA;adults;yes;change and evaluation in secondary care (prince secondary);mixed;group;NA;no;8;NA;480;NA;22;NA;0,36;NA;60;NA;NA;NA;NA;NA;NA;43,7;42,5;12,3;12,9;136;133;269;0,83;161;163;324;NA;NA;NA;NA;NA;NA;NA;NA;NA;combined;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;"patients were excluded if they had active psychosis and/or factitious disorder; headaches as their main and only pps symptom (given the clinical complexity of differentiating headaches and migraine, headaches were excluded); non-epileptic seizures as their main and only pps symptom (due to an ongoing RCT at the time of recruitment that was evaluating a specific cognitive behavioural approach for Dissociative Seizures, now published (goldstein 2020))";no;NA;yes;there were 324 adverse events recorded in the intervention arm and 348 in the control arm with majority of adverse events being gastro-intestinal (52 in tdt-cbt plus smc, 42 in smc), musculoskeletal (33 in tdt-cbt plus smc, 49 in smc), psychiatric (34 in tdt-cbt +smc, 46 in smc) and immunological (48 in tdt-cbt plus smc, 40 in smc). an adverse event was defined as any medical occurrence, this included symptoms such as swollen eye, hip pain, flu symptoms, etc. there were 57 withdrawals from the trial, 30 from the tdt-cbt plus smc arm and 27 from the smc arm with the majority being due to the participant no longer wanting to take part in the trial (26 from tdt-cbt plus smc and 26 from smc). no adverse events were reported as being related to the intervention received.
chalder, 2021;cbt;tau;NA;NA;depr;msd;phq-9;follow up;52;self-report;13,5;14;6,6;6,4;8,5;10,3;6;6,5;120;123;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;chalder_2021_msd_phq-9_followup_52.0_self-report_cbt_tau_NA_NA;-0,28673089;0,128971467;NA;NA;primary;low;low;low;high;low;high;clinicaltrials.gov nct02426788;gb;clinical;no;NA;adults;yes;change and evaluation in secondary care (prince secondary);mixed;group;NA;no;8;NA;480;NA;22;NA;0,36;NA;60;NA;NA;NA;NA;NA;NA;43,7;42,5;12,3;12,9;136;133;269;0,83;161;163;324;NA;NA;NA;NA;NA;NA;NA;NA;NA;combined;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;"patients were excluded if they had active psychosis and/or factitious disorder; headaches as their main and only pps symptom (given the clinical complexity of differentiating headaches and migraine, headaches were excluded); non-epileptic seizures as their main and only pps symptom (due to an ongoing RCT at the time of recruitment that was evaluating a specific cognitive behavioural approach for Dissociative Seizures, now published (goldstein 2020))";no;NA;yes;there were 324 adverse events recorded in the intervention arm and 348 in the control arm with majority of adverse events being gastro-intestinal (52 in tdt-cbt plus smc, 42 in smc), musculoskeletal (33 in tdt-cbt plus smc, 49 in smc), psychiatric (34 in tdt-cbt +smc, 46 in smc) and immunological (48 in tdt-cbt plus smc, 40 in smc). an adverse event was defined as any medical occurrence, this included symptoms such as swollen eye, hip pain, flu symptoms, etc. there were 57 withdrawals from the trial, 30 from the tdt-cbt plus smc arm and 27 from the smc arm with the majority being due to the participant no longer wanting to take part in the trial (26 from tdt-cbt plus smc and 26 from smc). no adverse events were reported as being related to the intervention received.
chalder, 2021;cbt;tau;NA;NA;anx;msd;gad-7;post;20;self-report;10;11,2;6;6,1;8,4;10,5;6,3;6,2;128;132;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;chalder_2021_msd_gad-7_post_20.0_self-report_cbt_tau_NA_NA;-0,335053145;0,124921596;NA;NA;primary;low;low;low;high;low;high;clinicaltrials.gov nct02426788;gb;clinical;no;NA;adults;yes;change and evaluation in secondary care (prince secondary);mixed;group;NA;no;8;NA;480;NA;22;NA;0,36;NA;60;NA;NA;NA;NA;NA;NA;43,7;42,5;12,3;12,9;136;133;269;0,83;161;163;324;NA;NA;NA;NA;NA;NA;NA;NA;NA;combined;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;"patients were excluded if they had active psychosis and/or factitious disorder; headaches as their main and only pps symptom (given the clinical complexity of differentiating headaches and migraine, headaches were excluded); non-epileptic seizures as their main and only pps symptom (due to an ongoing RCT at the time of recruitment that was evaluating a specific cognitive behavioural approach for Dissociative Seizures, now published (goldstein 2020))";no;NA;yes;there were 324 adverse events recorded in the intervention arm and 348 in the control arm with majority of adverse events being gastro-intestinal (52 in tdt-cbt plus smc, 42 in smc), musculoskeletal (33 in tdt-cbt plus smc, 49 in smc), psychiatric (34 in tdt-cbt +smc, 46 in smc) and immunological (48 in tdt-cbt plus smc, 40 in smc). an adverse event was defined as any medical occurrence, this included symptoms such as swollen eye, hip pain, flu symptoms, etc. there were 57 withdrawals from the trial, 30 from the tdt-cbt plus smc arm and 27 from the smc arm with the majority being due to the participant no longer wanting to take part in the trial (26 from tdt-cbt plus smc and 26 from smc). no adverse events were reported as being related to the intervention received.
chalder, 2021;cbt;tau;NA;NA;anx;msd;gad-7;follow up;52;self-report;10;11,2;6;6,1;8,5;10,3;6;6,5;119;123;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;chalder_2021_msd_gad-7_followup_52.0_self-report_cbt_tau_NA_NA;-0,286678907;0,129245168;NA;NA;primary;low;low;low;high;low;high;clinicaltrials.gov nct02426788;gb;clinical;no;NA;adults;yes;change and evaluation in secondary care (prince secondary);mixed;group;NA;no;8;NA;480;NA;22;NA;0,36;NA;60;NA;NA;NA;NA;NA;NA;43,7;42,5;12,3;12,9;136;133;269;0,83;161;163;324;NA;NA;NA;NA;NA;NA;NA;NA;NA;combined;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;"patients were excluded if they had active psychosis and/or factitious disorder; headaches as their main and only pps symptom (given the clinical complexity of differentiating headaches and migraine, headaches were excluded); non-epileptic seizures as their main and only pps symptom (due to an ongoing RCT at the time of recruitment that was evaluating a specific cognitive behavioural approach for Dissociative Seizures, now published (goldstein 2020))";no;NA;yes;there were 324 adverse events recorded in the intervention arm and 348 in the control arm with majority of adverse events being gastro-intestinal (52 in tdt-cbt plus smc, 42 in smc), musculoskeletal (33 in tdt-cbt plus smc, 49 in smc), psychiatric (34 in tdt-cbt +smc, 46 in smc) and immunological (48 in tdt-cbt plus smc, 40 in smc). an adverse event was defined as any medical occurrence, this included symptoms such as swollen eye, hip pain, flu symptoms, etc. there were 57 withdrawals from the trial, 30 from the tdt-cbt plus smc arm and 27 from the smc arm with the majority being due to the participant no longer wanting to take part in the trial (26 from tdt-cbt plus smc and 26 from smc). no adverse events were reported as being related to the intervention received.
